name,grade_scale,price_jpy,price_php,price_sgd,price_usd,price_myr,price_thb,price_idr,stock,release_date,cancellation_deadline,sku,image_url,image_urls,affiliate_url,scraped_at,notes
Mobile Suit Gundam: Zimmad Company T-Shirt / Black-L,Unknown,"¥3,619",1365.61,29.15,22.79,90.15,743.34,390852.0,July Release,2026/07/31,"2026-05-23
Cancellations will not be accepted after this date (Japan Standard Time).",CSPR65565-2,https://www.hlj.com/productimages/csp/cspr65565-2_0.jpg,['https://www.hlj.com/productimages/csp/cspr65565-2_0.jpg'],https://www.hlj.com/mobile-suit-gundam-zimmad-company-t-shirt-black-l-cspr65565-2?utm_source=speedartug&utm_medium=affiliate,2026-05-06T04:07:02+08:00,
Mobile Suit Gundam: Zeonic T-Shirt / Ivy Green-XL,Unknown,"¥3,619",1365.61,29.15,22.79,90.15,743.34,390852.0,July Release,2026/07/31,"2026-05-23
Cancellations will not be accepted after this date (Japan Standard Time).",CSPR65578-3,https://www.hlj.com/productimages/csp/cspr65578-3_0.jpg,['https://www.hlj.com/productimages/csp/cspr65578-3_0.jpg'],https://www.hlj.com/mobile-suit-gundam-zeonic-t-shirt-ivy-green-xl-cspr65578-3?utm_source=speedartug&utm_medium=affiliate,2026-05-06T04:07:11+08:00,
Mobile Suit Gundam: Red Comet T-Shirt / Red-M,Unknown,"¥3,619",1365.61,29.15,22.79,90.15,743.34,390852.0,July Release,2026/07/31,"2026-05-23
Cancellations will not be accepted after this date (Japan Standard Time).",CSPR03572-2,https://www.hlj.com/productimages/csp/cspr03572-2_0.jpg,['https://www.hlj.com/productimages/csp/cspr03572-2_0.jpg'],https://www.hlj.com/mobile-suit-gundam-red-comet-t-shirt-red-m-cspr03572-2?utm_source=speedartug&utm_medium=affiliate,2026-05-06T04:07:19+08:00,
Mobile Suit Gundam: Earth Federation Forces Iron-On Patch,Unknown,"¥1,373",517.99,11.06,8.65,34.2,282.01,148284.0,Aug  Release,2026/08/31,"2026-05-23
Cancellations will not be accepted after this date (Japan Standard Time).",CSPR11504-3,https://www.hlj.com/productimages/csp/cspr11504-3_0.jpg,['https://www.hlj.com/productimages/csp/cspr11504-3_0.jpg'],https://www.hlj.com/mobile-suit-gundam-earth-federation-forces-iron-on-patch-cspr11504-3?utm_source=speedartug&utm_medium=affiliate,2026-05-06T04:07:26+08:00,
Mobile Suit Gundam: Principality Flag Shield-Shaped Detachable Patch,Unknown,"¥1,747",659.26,14.07,11.0,43.52,358.83,188676.0,Aug  Release,2026/08/31,"2026-05-23
Cancellations will not be accepted after this date (Japan Standard Time).",CSPR44897-3,https://www.hlj.com/productimages/csp/cspr44897-3_0.jpg,['https://www.hlj.com/productimages/csp/cspr44897-3_0.jpg'],https://www.hlj.com/mobile-suit-gundam-principality-flag-shield-shaped-detachable-patch-cspr44897-3?utm_source=speedartug&utm_medium=affiliate,2026-05-06T04:07:35+08:00,
Mobile Suit Gundam Hathaway's Flash: Mufti Detachable Patch,Unknown,"¥1,747",659.26,14.07,11.0,43.52,358.83,188676.0,Aug  Release,2026/08/31,"2026-05-23
Cancellations will not be accepted after this date (Japan Standard Time).",CSPR22044-3,https://www.hlj.com/productimages/csp/cspr22044-3_0.jpg,['https://www.hlj.com/productimages/csp/cspr22044-3_0.jpg'],https://www.hlj.com/mobile-suit-gundam-hathaway-s-flash-mufti-detachable-patch-cspr22044-3?utm_source=speedartug&utm_medium=affiliate,2026-05-06T04:07:42+08:00,
Mobile Suit Zeta Gundam: Anaheim Electronics Large Tote / Black,Unknown,"¥2,247",847.62,18.1,14.15,55.97,461.53,242676.0,July Release,2026/07/31,"2026-05-23
Cancellations will not be accepted after this date (Japan Standard Time).",CSPR09464-4,https://www.hlj.com/productimages/csp/cspr09464-4_0.jpg,['https://www.hlj.com/productimages/csp/cspr09464-4_0.jpg'],https://www.hlj.com/mobile-suit-zeta-gundam-anaheim-electronics-large-tote-black-cspr09464-4?utm_source=speedartug&utm_medium=affiliate,2026-05-06T04:07:51+08:00,
Mobile Suit Gundam Zz: Pullover T-Shirt / Navy-M,Unknown,"¥3,619",1365.61,29.15,22.79,90.15,743.34,390852.0,July Release,2026/07/31,"2026-05-23
Cancellations will not be accepted after this date (Japan Standard Time).",CSPR42965-2,https://www.hlj.com/productimages/csp/cspr42965-2_0.jpg,['https://www.hlj.com/productimages/csp/cspr42965-2_0.jpg'],https://www.hlj.com/mobile-suit-gundam-zz-pullover-t-shirt-navy-m-cspr42965-2?utm_source=speedartug&utm_medium=affiliate,2026-05-06T04:08:00+08:00,
Mobile Suit Gundam G Frame FA 10: 1Box (12pcs),Unknown,"¥10,184",3842.55,82.03,64.14,253.68,2091.79,1099872.0,Aug  Release,2026/08/31,"2026-04-02
Cancellations will not be accepted after this date (Japan Standard Time).",BANF928819,https://www.hlj.com/productimages/ban/banf928819_0.jpg,['https://www.hlj.com/productimages/ban/banf928819_0.jpg'],https://www.hlj.com/mobile-suit-gundam-g-frame-fa-10-1box-12pcs-banf928819?utm_source=speedartug&utm_medium=affiliate,2026-05-06T04:08:08+08:00,
Mobile Suit Gundam: Char's Logo T-Shirt / Red-Xl,Unknown,"¥3,619",1365.61,29.15,22.79,90.15,743.34,390852.0,July Release,2026/07/31,"2026-05-23
Cancellations will not be accepted after this date (Japan Standard Time).",CSPR56447-2,https://www.hlj.com/productimages/csp/cspr56447-2_0.jpg,['https://www.hlj.com/productimages/csp/cspr56447-2_0.jpg'],https://www.hlj.com/mobile-suit-gundam-char-s-logo-t-shirt-red-xl-cspr56447-2?utm_source=speedartug&utm_medium=affiliate,2026-05-06T04:08:15+08:00,
Mobile Suit Gundam: Iron-Blooded Orphans: Tekkadan Patch,Unknown,"¥1,747",659.26,14.07,11.0,43.52,358.83,188676.0,Aug  Release,2026/08/31,"2026-05-23
Cancellations will not be accepted after this date (Japan Standard Time).",CSPR68349-3,https://www.hlj.com/productimages/csp/cspr68349-3_0.jpg,['https://www.hlj.com/productimages/csp/cspr68349-3_0.jpg'],https://www.hlj.com/mobile-suit-gundam-iron-blooded-orphans-tekkadan-patch-cspr68349-3?utm_source=speedartug&utm_medium=affiliate,2026-05-06T04:08:21+08:00,
Mobile Suit Gundam: Principality Of Zeon Flag Cleaner Cloth,Unknown,¥749,282.54,6.03,4.72,18.66,153.84,80892.0,July Release,2026/07/31,"2026-05-23
Cancellations will not be accepted after this date (Japan Standard Time).",CSPR02163-3,https://www.hlj.com/productimages/csp/cspr02163-3_0.jpg,['https://www.hlj.com/productimages/csp/cspr02163-3_0.jpg'],https://www.hlj.com/mobile-suit-gundam-principality-of-zeon-flag-cleaner-cloth-cspr02163-3?utm_source=speedartug&utm_medium=affiliate,2026-05-06T04:08:28+08:00,
Mobile Suit Gundam: Zeon Military Rank Insignia Patch / Black,Unknown,"¥1,498",565.08,12.07,9.43,37.32,307.69,161784.0,Aug  Release,2026/08/31,"2026-05-23
Cancellations will not be accepted after this date (Japan Standard Time).",CSPR28771-3,https://www.hlj.com/productimages/csp/cspr28771-3_0.jpg,['https://www.hlj.com/productimages/csp/cspr28771-3_0.jpg'],https://www.hlj.com/mobile-suit-gundam-zeon-military-rank-insignia-patch-black-cspr28771-3?utm_source=speedartug&utm_medium=affiliate,2026-05-06T04:08:35+08:00,
Mobile Suit Gundam: One Week War Service Badge Patch,Unknown,"¥1,498",565.08,12.07,9.43,37.32,307.69,161784.0,Aug  Release,2026/08/31,"2026-05-23
Cancellations will not be accepted after this date (Japan Standard Time).",CSPR28778-3,https://www.hlj.com/productimages/csp/cspr28778-3_0.jpg,['https://www.hlj.com/productimages/csp/cspr28778-3_0.jpg'],https://www.hlj.com/mobile-suit-gundam-one-week-war-service-badge-patch-cspr28778-3?utm_source=speedartug&utm_medium=affiliate,2026-05-06T04:08:42+08:00,
Mobile Suit Gundam: Principality Of Zeon Removable Patch Set,Unknown,"¥2,247",847.62,18.1,14.15,55.97,461.53,242676.0,Aug  Release,2026/08/31,"2026-05-23
Cancellations will not be accepted after this date (Japan Standard Time).",CSPR44895-3,https://www.hlj.com/productimages/csp/cspr44895-3_0.jpg,['https://www.hlj.com/productimages/csp/cspr44895-3_0.jpg'],https://www.hlj.com/mobile-suit-gundam-principality-of-zeon-removable-patch-set-cspr44895-3?utm_source=speedartug&utm_medium=affiliate,2026-05-06T04:08:52+08:00,
Mobile Suit Gundam: Zeon Cross Of Merit Removable Patch,Unknown,"¥1,997",753.44,16.09,12.58,49.75,410.18,215676.0,Aug  Release,2026/08/31,"2026-05-23
Cancellations will not be accepted after this date (Japan Standard Time).",CSPR49609-2,https://www.hlj.com/productimages/csp/cspr49609-2_0.jpg,['https://www.hlj.com/productimages/csp/cspr49609-2_0.jpg'],https://www.hlj.com/mobile-suit-gundam-zeon-cross-of-merit-removable-patch-cspr49609-2?utm_source=speedartug&utm_medium=affiliate,2026-05-06T04:09:00+08:00,
Mobile Suit Gundam: Zeon Dry T-Shirt / Black-Xl,Unknown,"¥3,994",1506.88,32.17,25.15,99.49,820.37,431352.0,July Release,2026/07/31,"2026-05-23
Cancellations will not be accepted after this date (Japan Standard Time).",CSPR57286-2,https://www.hlj.com/productimages/csp/cspr57286-2_0.jpg,['https://www.hlj.com/productimages/csp/cspr57286-2_0.jpg'],https://www.hlj.com/mobile-suit-gundam-zeon-dry-t-shirt-black-xl-cspr57286-2?utm_source=speedartug&utm_medium=affiliate,2026-05-06T04:09:08+08:00,
Mobile Suit Gundam: Zeon Heavyweight T-Shirt / Moss-M,Unknown,"¥3,869",1459.79,31.16,24.37,96.38,794.69,417852.0,July Release,2026/07/31,"2026-05-23
Cancellations will not be accepted after this date (Japan Standard Time).",CSPR62409-2,https://www.hlj.com/productimages/csp/cspr62409-2_0.jpg,['https://www.hlj.com/productimages/csp/cspr62409-2_0.jpg'],https://www.hlj.com/mobile-suit-gundam-zeon-heavyweight-t-shirt-moss-m-cspr62409-2?utm_source=speedartug&utm_medium=affiliate,2026-05-06T04:09:16+08:00,
Mobile Suit Gundam: Zeonic T-Shirt / Ivy Green-L,Unknown,"¥3,619",1365.61,29.15,22.79,90.15,743.34,390852.0,July Release,2026/07/31,"2026-05-23
Cancellations will not be accepted after this date (Japan Standard Time).",CSPR65577-2,https://www.hlj.com/productimages/csp/cspr65577-2_0.jpg,['https://www.hlj.com/productimages/csp/cspr65577-2_0.jpg'],https://www.hlj.com/mobile-suit-gundam-zeonic-t-shirt-ivy-green-l-cspr65577-2?utm_source=speedartug&utm_medium=affiliate,2026-05-06T04:09:28+08:00,
Mobile Suit Gundam Char's Counterattack: Nu Gundam Is Not Just For Show T-Shirt / Black-L,Unknown,"¥3,619",1365.61,29.15,22.79,90.15,743.34,390852.0,July Release,2026/07/31,"2026-05-23
Cancellations will not be accepted after this date (Japan Standard Time).",CSPR65943-2,https://www.hlj.com/productimages/csp/cspr65943-2_0.jpg,['https://www.hlj.com/productimages/csp/cspr65943-2_0.jpg'],https://www.hlj.com/mobile-suit-gundam-char-s-counterattack-nu-gundam-is-not-just-for-show-t-shirt-black-l-cspr65943-2?utm_source=speedartug&utm_medium=affiliate,2026-05-06T04:09:35+08:00,
Mobile Suit Gundam: Zeon Functional Tote Bag / Ranger Green,Unknown,"¥9,985",3767.21,80.43,62.89,248.73,2050.92,1078380.0,Aug  Release,2026/08/31,"2026-05-23
Cancellations will not be accepted after this date (Japan Standard Time).",CSPR19836-2,https://www.hlj.com/productimages/csp/cspr19836-2_0.jpg,['https://www.hlj.com/productimages/csp/cspr19836-2_0.jpg'],https://www.hlj.com/mobile-suit-gundam-zeon-functional-tote-bag-ranger-green-cspr19836-2?utm_source=speedartug&utm_medium=affiliate,2026-05-06T04:09:43+08:00,
Mobile Suit Gundam: Char's Zaku Silhouette Large Tote / Natural,Unknown,"¥2,247",847.62,18.1,14.15,55.97,461.53,242676.0,July Release,2026/07/31,"2026-05-23
Cancellations will not be accepted after this date (Japan Standard Time).",CSPR02019-2,https://www.hlj.com/productimages/csp/cspr02019-2_0.jpg,['https://www.hlj.com/productimages/csp/cspr02019-2_0.jpg'],https://www.hlj.com/mobile-suit-gundam-char-s-zaku-silhouette-large-tote-natural-cspr02019-2?utm_source=speedartug&utm_medium=affiliate,2026-05-06T04:09:50+08:00,
Mobile Suit Gundam: Zeon Medal Of Merit Removable Patch,Unknown,"¥1,997",753.44,16.09,12.58,49.75,410.18,215676.0,Aug  Release,2026/08/31,"2026-05-23
Cancellations will not be accepted after this date (Japan Standard Time).",CSPR49616-3,https://www.hlj.com/productimages/csp/cspr49616-3_0.jpg,['https://www.hlj.com/productimages/csp/cspr49616-3_0.jpg'],https://www.hlj.com/mobile-suit-gundam-zeon-medal-of-merit-removable-patch-cspr49616-3?utm_source=speedartug&utm_medium=affiliate,2026-05-06T04:09:59+08:00,
Mobile Suit Gundam: Zeonic Company T-Shirt / White-Xl,Unknown,"¥3,619",1365.61,29.15,22.79,90.15,743.34,390852.0,July Release,2026/07/31,"2026-05-23
Cancellations will not be accepted after this date (Japan Standard Time).",CSPR65574-2,https://www.hlj.com/productimages/csp/cspr65574-2_0.jpg,['https://www.hlj.com/productimages/csp/cspr65574-2_0.jpg'],https://www.hlj.com/mobile-suit-gundam-zeonic-company-t-shirt-white-xl-cspr65574-2?utm_source=speedartug&utm_medium=affiliate,2026-05-06T04:10:13+08:00,
Mobile Suit Gundam: Zeon Flag Removable Full Color Patch,Unknown,"¥1,623",612.17,13.07,10.22,40.43,333.36,175284.0,July Release,2026/07/31,"2026-05-23
Cancellations will not be accepted after this date (Japan Standard Time).",CSPR68663-3,https://www.hlj.com/productimages/csp/cspr68663-3_0.jpg,['https://www.hlj.com/productimages/csp/cspr68663-3_0.jpg'],https://www.hlj.com/mobile-suit-gundam-zeon-flag-removable-full-color-patch-cspr68663-3?utm_source=speedartug&utm_medium=affiliate,2026-05-06T04:10:20+08:00,
Mobile Suit Gundam: Red Comet T-Shirt / Red-L,Unknown,"¥3,619",1365.61,29.15,22.79,90.15,743.34,390852.0,July Release,2026/07/31,"2026-05-23
Cancellations will not be accepted after this date (Japan Standard Time).",CSPR03573-2,https://www.hlj.com/productimages/csp/cspr03573-2_0.jpg,['https://www.hlj.com/productimages/csp/cspr03573-2_0.jpg'],https://www.hlj.com/mobile-suit-gundam-red-comet-t-shirt-red-l-cspr03573-2?utm_source=speedartug&utm_medium=affiliate,2026-05-06T04:10:27+08:00,
Mobile Suit Gundam: Char's Custom T-Shirt / Red-M,Unknown,"¥3,619",1365.61,29.15,22.79,90.15,743.34,390852.0,July Release,2026/07/31,"2026-05-23
Cancellations will not be accepted after this date (Japan Standard Time).",CSPR20973-2,https://www.hlj.com/productimages/csp/cspr20973-2_0.jpg,['https://www.hlj.com/productimages/csp/cspr20973-2_0.jpg'],https://www.hlj.com/mobile-suit-gundam-char-s-custom-t-shirt-red-m-cspr20973-2?utm_source=speedartug&utm_medium=affiliate,2026-05-06T04:10:35+08:00,
Mobile Suit Gundam: Char's Custom T-Shirt / Red-L,Unknown,"¥3,619",1365.61,29.15,22.79,90.15,743.34,390852.0,July Release,2026/07/31,"2026-05-23
Cancellations will not be accepted after this date (Japan Standard Time).",CSPR20974-2,https://www.hlj.com/productimages/csp/cspr20974-2_0.jpg,['https://www.hlj.com/productimages/csp/cspr20974-2_0.jpg'],https://www.hlj.com/mobile-suit-gundam-char-s-custom-t-shirt-red-l-cspr20974-2?utm_source=speedartug&utm_medium=affiliate,2026-05-06T04:10:44+08:00,
Mobile Suit Gundam: Char's Custom T-Shirt / Red-Xl,Unknown,"¥3,619",1365.61,29.15,22.79,90.15,743.34,390852.0,July Release,2026/07/31,"2026-05-23
Cancellations will not be accepted after this date (Japan Standard Time).",CSPR20975-2,https://www.hlj.com/productimages/csp/cspr20975-2_0.jpg,['https://www.hlj.com/productimages/csp/cspr20975-2_0.jpg'],https://www.hlj.com/mobile-suit-gundam-char-s-custom-t-shirt-red-xl-cspr20975-2?utm_source=speedartug&utm_medium=affiliate,2026-05-06T04:10:51+08:00,
Mobile Suit Gundam: Zeonic Embroidered Polo Shirt / Black-Xl,Unknown,"¥4,743",1789.42,38.2,29.87,118.15,974.21,512244.0,Aug  Release,2026/08/31,"2026-05-23
Cancellations will not be accepted after this date (Japan Standard Time).",CSPR21060-2,https://www.hlj.com/productimages/csp/cspr21060-2_0.jpg,['https://www.hlj.com/productimages/csp/cspr21060-2_0.jpg'],https://www.hlj.com/mobile-suit-gundam-zeonic-embroidered-polo-shirt-black-xl-cspr21060-2?utm_source=speedartug&utm_medium=affiliate,2026-05-06T04:10:59+08:00,
Mobile Suit Gundam: Zeon Military Rank Insignia Patch / Red,Unknown,"¥1,498",565.08,12.07,9.43,37.32,307.69,161784.0,Aug  Release,2026/08/31,"2026-05-23
Cancellations will not be accepted after this date (Japan Standard Time).",CSPR28770-3,https://www.hlj.com/productimages/csp/cspr28770-3_0.jpg,['https://www.hlj.com/productimages/csp/cspr28770-3_0.jpg'],https://www.hlj.com/mobile-suit-gundam-zeon-military-rank-insignia-patch-red-cspr28770-3?utm_source=speedartug&utm_medium=affiliate,2026-05-06T04:11:07+08:00,
Mobile Suit Gundam: Zeon Heavyweight T-Shirt / Moss-L,Unknown,"¥3,869",1459.79,31.16,24.37,96.38,794.69,417852.0,July Release,2026/07/31,"2026-05-23
Cancellations will not be accepted after this date (Japan Standard Time).",CSPR62410-2,https://www.hlj.com/productimages/csp/cspr62410-2_0.jpg,['https://www.hlj.com/productimages/csp/cspr62410-2_0.jpg'],https://www.hlj.com/mobile-suit-gundam-zeon-heavyweight-t-shirt-moss-l-cspr62410-2?utm_source=speedartug&utm_medium=affiliate,2026-05-06T04:11:14+08:00,
Mobile Suit Gundam Zz: Pullover T-Shirt / Black-Xl,Unknown,"¥3,619",1365.61,29.15,22.79,90.15,743.34,390852.0,July Release,2026/07/31,"2026-05-23
Cancellations will not be accepted after this date (Japan Standard Time).",CSPR42963-2,https://www.hlj.com/productimages/csp/cspr42963-2_0.jpg,['https://www.hlj.com/productimages/csp/cspr42963-2_0.jpg'],https://www.hlj.com/mobile-suit-gundam-zz-pullover-t-shirt-black-xl-cspr42963-2?utm_source=speedartug&utm_medium=affiliate,2026-05-06T04:11:21+08:00,
Mobile Suit Z Gundam: Haman T-Shirt / Black-Xl,Unknown,"¥3,619",1365.61,29.15,22.79,90.15,743.34,390852.0,July Release,2026/07/31,"2026-05-23
Cancellations will not be accepted after this date (Japan Standard Time).",CSPR35041-2,https://www.hlj.com/productimages/csp/cspr35041-2_0.jpg,['https://www.hlj.com/productimages/csp/cspr35041-2_0.jpg'],https://www.hlj.com/mobile-suit-z-gundam-haman-t-shirt-black-xl-cspr35041-2?utm_source=speedartug&utm_medium=affiliate,2026-05-06T04:11:29+08:00,
Mobile Suit Z Gundam: Waverider Functional Tote Bag / Black,Unknown,"¥9,985",3767.21,80.43,62.89,248.73,2050.92,1078380.0,Aug  Release,2026/08/31,"2026-05-23
Cancellations will not be accepted after this date (Japan Standard Time).",CSPR31163-2,https://www.hlj.com/productimages/csp/cspr31163-2_0.jpg,['https://www.hlj.com/productimages/csp/cspr31163-2_0.jpg'],https://www.hlj.com/mobile-suit-z-gundam-waverider-functional-tote-bag-black-cspr31163-2?utm_source=speedartug&utm_medium=affiliate,2026-05-06T04:11:36+08:00,
Mobile Suit Z Gundam: Qubeley T-Shirt / White-L,Unknown,"¥3,619",1365.61,29.15,22.79,90.15,743.34,390852.0,July Release,2026/07/31,"2026-05-23
Cancellations will not be accepted after this date (Japan Standard Time).",CSPR32166-2,https://www.hlj.com/productimages/csp/cspr32166-2_0.jpg,['https://www.hlj.com/productimages/csp/cspr32166-2_0.jpg'],https://www.hlj.com/mobile-suit-z-gundam-qubeley-t-shirt-white-l-cspr32166-2?utm_source=speedartug&utm_medium=affiliate,2026-05-06T04:11:44+08:00,
Mobile Suit Gundam: The 08Th Ms Team: Noodle Spoon Mobile Suit Gundam: The 08Th Ms Team / The 08Th Ms Team,Unknown,"¥1,498",565.08,12.07,9.43,37.32,307.69,161784.0,Aug  Release,2026/08/31,"2026-05-23
Cancellations will not be accepted after this date (Japan Standard Time).",CSPR15636-3,https://www.hlj.com/productimages/csp/cspr15636-3_0.jpg,['https://www.hlj.com/productimages/csp/cspr15636-3_0.jpg'],https://www.hlj.com/mobile-suit-gundam-the-08th-ms-team-noodle-spoon-mobile-suit-gundam-the-08th-ms-team-the-08th-ms-team-cspr15636-3?utm_source=speedartug&utm_medium=affiliate,2026-05-06T04:11:51+08:00,
Mobile Suit Z Gundam: Newly Drawn Waverider B2 Tapestry,Unknown,"¥3,619",1365.61,29.15,22.79,90.15,743.34,390852.0,July Release,2026/07/31,"2026-05-23
Cancellations will not be accepted after this date (Japan Standard Time).",CSPR30251-3,https://www.hlj.com/productimages/csp/cspr30251-3_0.jpg,['https://www.hlj.com/productimages/csp/cspr30251-3_0.jpg'],https://www.hlj.com/mobile-suit-z-gundam-newly-drawn-waverider-b2-tapestry-cspr30251-3?utm_source=speedartug&utm_medium=affiliate,2026-05-06T04:11:58+08:00,
Mobile Suit Zeta Gundam: AEUG Zip Hoodie/Black-XXL,Unknown,"¥9,985",3767.21,80.43,62.89,248.73,2050.92,1078380.0,July Release,2026/07/31,"2026-05-23
Cancellations will not be accepted after this date (Japan Standard Time).",CSPR48034,https://www.hlj.com/media/original_images/noImage.png,['https://www.hlj.com/media/original_images/noImage.png'],https://www.hlj.com/mobile-suit-zeta-gundam-aeug-zip-hoodie-black-xxl-cspr48034?utm_source=speedartug&utm_medium=affiliate,2026-05-06T04:12:06+08:00,
Mobile Suit Gundam Zz: Pullover T-Shirt / Black-L,Unknown,"¥3,619",1365.61,29.15,22.79,90.15,743.34,390852.0,July Release,2026/07/31,"2026-05-23
Cancellations will not be accepted after this date (Japan Standard Time).",CSPR42962-2,https://www.hlj.com/productimages/csp/cspr42962-2_0.jpg,['https://www.hlj.com/productimages/csp/cspr42962-2_0.jpg'],https://www.hlj.com/mobile-suit-gundam-zz-pullover-t-shirt-black-l-cspr42962-2?utm_source=speedartug&utm_medium=affiliate,2026-05-06T04:12:16+08:00,
Mobile Suit Z Gundam: Haman T-Shirt / Black-M,Unknown,"¥3,619",1365.61,29.15,22.79,90.15,743.34,390852.0,July Release,2026/07/31,"2026-05-23
Cancellations will not be accepted after this date (Japan Standard Time).",CSPR35039-2,https://www.hlj.com/productimages/csp/cspr35039-2_0.jpg,['https://www.hlj.com/productimages/csp/cspr35039-2_0.jpg'],https://www.hlj.com/mobile-suit-z-gundam-haman-t-shirt-black-m-cspr35039-2?utm_source=speedartug&utm_medium=affiliate,2026-05-06T04:12:23+08:00,
Mobile Suit Zeta Gundam: Anaheim Electronics Large Tote / Black,Unknown,"¥2,247",847.62,18.1,14.15,55.97,461.53,242676.0,July Release,2026/07/31,"2026-05-23
Cancellations will not be accepted after this date (Japan Standard Time).",CSPR09464-4,https://www.hlj.com/productimages/csp/cspr09464-4_0.jpg,['https://www.hlj.com/productimages/csp/cspr09464-4_0.jpg'],https://www.hlj.com/mobile-suit-zeta-gundam-anaheim-electronics-large-tote-black-cspr09464-4?utm_source=speedartug&utm_medium=affiliate,2026-05-06T04:12:36+08:00,
Mobile Suit Gundam Zz: Pullover T-Shirt / Navy-M,Unknown,"¥3,619",1365.61,29.15,22.79,90.15,743.34,390852.0,July Release,2026/07/31,"2026-05-23
Cancellations will not be accepted after this date (Japan Standard Time).",CSPR42965-2,https://www.hlj.com/productimages/csp/cspr42965-2_0.jpg,['https://www.hlj.com/productimages/csp/cspr42965-2_0.jpg'],https://www.hlj.com/mobile-suit-gundam-zz-pullover-t-shirt-navy-m-cspr42965-2?utm_source=speedartug&utm_medium=affiliate,2026-05-06T04:12:43+08:00,
Mobile Suit Z Gundam: Haman T-Shirt / Black-Xl,Unknown,"¥3,619",1365.61,29.15,22.79,90.15,743.34,390852.0,July Release,2026/07/31,"2026-05-23
Cancellations will not be accepted after this date (Japan Standard Time).",CSPR35041-2,https://www.hlj.com/productimages/csp/cspr35041-2_0.jpg,['https://www.hlj.com/productimages/csp/cspr35041-2_0.jpg'],https://www.hlj.com/mobile-suit-z-gundam-haman-t-shirt-black-xl-cspr35041-2?utm_source=speedartug&utm_medium=affiliate,2026-05-06T04:12:50+08:00,
Mobile Suit Z Gundam: Waverider Functional Tote Bag / Black,Unknown,"¥9,985",3767.21,80.43,62.89,248.73,2050.92,1078380.0,Aug  Release,2026/08/31,"2026-05-23
Cancellations will not be accepted after this date (Japan Standard Time).",CSPR31163-2,https://www.hlj.com/productimages/csp/cspr31163-2_0.jpg,['https://www.hlj.com/productimages/csp/cspr31163-2_0.jpg'],https://www.hlj.com/mobile-suit-z-gundam-waverider-functional-tote-bag-black-cspr31163-2?utm_source=speedartug&utm_medium=affiliate,2026-05-06T04:13:00+08:00,
Mobile Suit Z Gundam: Qubeley T-Shirt / White-L,Unknown,"¥3,619",1365.61,29.15,22.79,90.15,743.34,390852.0,July Release,2026/07/31,"2026-05-23
Cancellations will not be accepted after this date (Japan Standard Time).",CSPR32166-2,https://www.hlj.com/productimages/csp/cspr32166-2_0.jpg,['https://www.hlj.com/productimages/csp/cspr32166-2_0.jpg'],https://www.hlj.com/mobile-suit-z-gundam-qubeley-t-shirt-white-l-cspr32166-2?utm_source=speedartug&utm_medium=affiliate,2026-05-06T04:13:08+08:00,
Mobile Suit Gundam Hathaway's Flash: Mufti Thermos Bottle / Black,Unknown,"¥2,871",1083.07,23.13,18.08,71.52,589.7,310068.0,July Release,2026/07/31,"2026-05-23
Cancellations will not be accepted after this date (Japan Standard Time).",CSPR22917-2,https://www.hlj.com/productimages/csp/cspr22917-2_0.jpg,['https://www.hlj.com/productimages/csp/cspr22917-2_0.jpg'],https://www.hlj.com/mobile-suit-gundam-hathaway-s-flash-mufti-thermos-bottle-black-cspr22917-2?utm_source=speedartug&utm_medium=affiliate,2026-05-06T04:13:17+08:00,
Mobile Suit Gundam: Iron-Blooded Orphans: Tekkadan Detachable Patch,Unknown,"¥2,247",847.62,18.1,14.15,55.97,461.53,242676.0,Aug  Release,Aug  Release,,CSPR68350-3,https://www.hlj.com/productthumbs/csp/cspr68350-3_0_1758180041.jpg?v=1758180041,['https://www.hlj.com/productthumbs/csp/cspr68350-3_0_1758180041.jpg?v=1758180041'],https://www.hlj.com/mobile-suit-gundam-iron-blooded-orphans-tekkadan-detachable-patch-cspr68350-3?utm_source=speedartug&utm_medium=affiliate,2026-05-06T04:13:30+08:00,
Mobile Suit Gundam: Earth Federation Forces Detachable Full-Color Patch,Unknown,"¥1,623",612.17,13.07,10.22,40.43,333.36,175284.0,July Release,2026/07/31,"2026-05-23
Cancellations will not be accepted after this date (Japan Standard Time).",CSPR68662-3,https://www.hlj.com/productimages/csp/cspr68662-3_0.jpg,['https://www.hlj.com/productimages/csp/cspr68662-3_0.jpg'],https://www.hlj.com/mobile-suit-gundam-earth-federation-forces-detachable-full-color-patch-cspr68662-3?utm_source=speedartug&utm_medium=affiliate,2026-05-06T04:13:44+08:00,
Mobile Suit Gundam: Zeon Faded Print T-Shirt / Moss-Xl,Unknown,"¥3,619",1365.61,29.15,22.79,90.15,743.34,390852.0,July Release,2026/07/31,"2026-05-23
Cancellations will not be accepted after this date (Japan Standard Time).",CSPR40512-2,https://www.hlj.com/productimages/csp/cspr40512-2_0.jpg,['https://www.hlj.com/productimages/csp/cspr40512-2_0.jpg'],https://www.hlj.com/mobile-suit-gundam-zeon-faded-print-t-shirt-moss-xl-cspr40512-2?utm_source=speedartug&utm_medium=affiliate,2026-05-06T04:13:53+08:00,
